model_id,model_type,solver,penalty,C,max_iter,features_lr,noise_std,val_accuracy,val_f1,val_precision,val_recall,val_equalized_odds,val_cuae,val_dem_parity,val_equal_opportunity,val_predictive_equality,val_predictive_parity,val_neg_predictive_parity,val_acc_robustness,val_f1_robustness,val_precision_robustness,val_recall_robustness,val_dem_parity_robustness,val_equal_opp_robustness,val_predictive_eq_robustness,val_pred_parity_robustness,val_neg_pred_parity_robustness,val_eq_odds_robustness,val_coeff_magnitude,test_accuracy,test_f1,test_precision,test_recall,test_equalized_odds,test_cuae,test_dem_parity,test_equal_opportunity,test_predictive_equality,test_predictive_parity,test_neg_predictive_parity,test_acc_robustness,test_f1_robustness,test_precision_robustness,test_recall_robustness,test_dem_parity_robustness,test_equal_opp_robustness,test_predictive_eq_robustness,test_pred_parity_robustness,test_neg_pred_parity_robustness,test_eq_odds_robustness,test_coeff_magnitude,random_state_seed
8ae613f35e0f8d95facb8af199910597,lr,saga,l1,20,100000,"[1, 2, 4, 6, 8, 9, 11, 12, 13, 15, 16, 20, 22, 24]",0.5,0.4,0.4939759036144578,0.33064516129032256,0.9761904761904762,0.2407407407407407,1.0,0.1842105263157895,0.045454545454545414,0.2407407407407407,0.375,1.0,0.9692330992090453,0.9394558146690357,0.8889077012988856,0.9510748009186215,0.9426310209024136,0.9288542485820825,0.9353437608245643,0.8156090169862318,0.8877088610898407,0.8245751159141829,1.7275696702963985,0.5633333333333334,0.5056603773584906,0.38285714285714284,0.7444444444444445,0.29986731534719147,0.3618421052631579,0.24148148148148152,0.11904761904761907,0.29986731534719147,0.3618421052631579,0.1292446292446292,0.9692330992090453,0.9394558146690357,0.8889077012988856,0.9510748009186215,0.9426310209024136,0.9288542485820825,0.9353437608245643,0.8156090169862318,0.8877088610898407,0.8245751159141829,1.7275696702963985,196
