model_id,model_type,solver,penalty,C,max_iter,features_lr,noise_std,val_accuracy,val_f1,val_precision,val_recall,val_equalized_odds,val_cuae,val_dem_parity,val_equal_opportunity,val_predictive_equality,val_predictive_parity,val_neg_predictive_parity,val_acc_robustness,val_f1_robustness,val_precision_robustness,val_recall_robustness,val_dem_parity_robustness,val_equal_opp_robustness,val_predictive_eq_robustness,val_pred_parity_robustness,val_neg_pred_parity_robustness,val_eq_odds_robustness,val_coeff_magnitude,test_accuracy,test_f1,test_precision,test_recall,test_equalized_odds,test_cuae,test_dem_parity,test_equal_opportunity,test_predictive_equality,test_predictive_parity,test_neg_predictive_parity,test_acc_robustness,test_f1_robustness,test_precision_robustness,test_recall_robustness,test_dem_parity_robustness,test_equal_opp_robustness,test_predictive_eq_robustness,test_pred_parity_robustness,test_neg_pred_parity_robustness,test_eq_odds_robustness,test_coeff_magnitude,random_state_seed
79ca3d963f407d5bfbc8018c00894a77,lr,saga,l1,2,100000,"[5, 7, 11, 22, 25]",0.0,0.6928571428571428,0.12244897959183673,0.42857142857142855,0.07142857142857142,0.25,0.75,0.125,0.21428571428571427,0.25,0.75,0.453781512605042,0.972863198288798,0.9252709748260846,0.8809794222416506,0.9403400408256463,0.9577444691773871,0.9111410380620493,0.958134673385519,0.8944160654402336,0.8926389754046961,0.9436250957818263,1.3818243988477192,0.5933333333333334,0.45535714285714285,0.3805970149253731,0.5666666666666667,0.26666666666666666,0.30000000000000004,0.13201320132013206,0.26666666666666666,0.08771929824561403,0.2272727272727273,0.30000000000000004,0.972863198288798,0.9252709748260846,0.8809794222416506,0.9403400408256463,0.9577444691773871,0.9111410380620493,0.958134673385519,0.8944160654402336,0.8926389754046961,0.9436250957818263,1.3818243988477192,153
