model_id,model_type,solver,penalty,C,max_iter,l1_ratio,noise_std,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness,coeff_magnitude,random_state_seed
d9ec6f20f1419b9c3f88bb3fa55a58af,LogisticRegression,saga,l2,0.003,10000,0.2,0.1,0.7066666666666667,0.043478260869565216,1.0,0.022222222222222223,0.02857142857142857,1.0,0.009900990099009901,0.02857142857142857,0.0,1.0,0.26,0.9927683639141771,0.9779668949562689,0.7142857142857143,0.9884702488777506,0.9904096214710884,0.9732786220876172,0.9839040081162278,0.7142857142857143,0.8897294534733182,0.77158908584394,0.2766316953462376,70
