model_id,model_type,solver,penalty,C,max_iter,l1_ratio,noise_std,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness,coeff_magnitude,random_state_seed
e58bc45e85de4682bb1ee285c289809e,LogisticRegression,saga,l1,0.3,10000,0.8,0.1,0.7266666666666667,0.3492063492063492,0.6111111111111112,0.24444444444444444,0.11403508771929824,0.28260869565217395,0.08666666666666666,0.09047619047619046,0.11403508771929824,0.1428571428571429,0.28260869565217395,0.9843412004099771,0.9694498318007566,0.9468311397982941,0.9762945478546425,0.9643841225985161,0.892464946022277,0.9490441528425488,0.8683662676984613,0.8762522382988743,0.8683662676984613,0.8033745902780981,31
