model_id,val_accuracy,test_accuracy,val_f1,test_f1,val_precision,test_precision,val_recall,test_recall,val_equalized_odds,test_equalized_odds,val_cuae,test_cuae,val_dem_parity,test_dem_parity,val_equal_opportunity,test_equal_opportunity,val_predictive_equality,test_predictive_equality,val_predictive_parity,test_predictive_parity,val_neg_predictive_parity,test_neg_predictive_parity,val_acc_robustness,test_acc_robustness
rtc_647,0.7014285714285714,0.7126666666666667,0.430145390708771,0.4478547422090422,0.5043890257252326,0.525595156959357,0.3761904761904762,0.39333333333333337,0.44238095238095243,0.3050925410778532,0.5834126984126984,0.24377610693400165,0.2505052652421073,0.2736296296296296,0.44238095238095243,0.26420819490586933,0.21914141414141416,0.22670982268505488,0.5834126984126984,0.19808794015690562,0.25954925191767303,0.21629643213725372,0.03593828667492247,0.011428571428571437
rtc_648,0.7014285714285714,0.7126666666666667,0.430145390708771,0.4478547422090422,0.5043890257252326,0.525595156959357,0.3761904761904762,0.39333333333333337,0.44238095238095243,0.3050925410778532,0.5834126984126984,0.24377610693400165,0.2505052652421073,0.2736296296296296,0.44238095238095243,0.26420819490586933,0.21914141414141416,0.22670982268505488,0.5834126984126984,0.19808794015690562,0.25954925191767303,0.21629643213725372,0.03170915672387192,0.011428571428571437
rtc_649,0.7014285714285714,0.71,0.430145390708771,0.4392337376428321,0.5043890257252326,0.5189284902926904,0.3761904761904762,0.3844444444444445,0.44238095238095243,0.32369719224064386,0.5834126984126984,0.24377610693400165,0.2505052652421073,0.2785679012345679,0.44238095238095243,0.28281284606866,0.21914141414141416,0.22670982268505488,0.5834126984126984,0.2161233668879845,0.25954925191767303,0.21629643213725372,0.032313908464566346,0.011428571428571437
rtc_650,0.6942857142857143,0.7026666666666667,0.40211188632241257,0.41999934546801193,0.47346611721611714,0.5019644389287247,0.3619047619047619,0.37777777777777777,0.42833333333333334,0.37193724268387673,0.6971904761904762,0.2715812257917521,0.21255411255411252,0.34633614472558366,0.3829004329004329,0.2631893687707641,0.25469696969696975,0.3338118022328549,0.6971904761904762,0.17521756978653524,0.24554453517323022,0.2330763972869236,0.04162719511777592,0.027627256579733896
rtc_651,0.687142857142857,0.696,0.4890782388343363,0.4813227755462514,0.48059523809523813,0.4924686013330831,0.5047619047619047,0.4755555555555556,0.4752866698518873,0.33226890756302524,0.5733333333333333,0.34226512226512223,0.2783383552643913,0.3022469135802469,0.45,0.3051827242524917,0.2950090164707856,0.23777089783281732,0.5722222222222222,0.32476190476190475,0.192127564464521,0.19554237690756085,0.03650831698390759,0.03510915922127002
rtc_652,0.6742857142857143,0.6900000000000001,0.4812041321181815,0.46141118053754243,0.4663636363636364,0.4833615873528383,0.5047619047619047,0.4444444444444445,0.45432393693263257,0.34411027568922303,0.5591315244633323,0.41424430641821947,0.26508832015389105,0.27978584525119177,0.41380952380952385,0.33999999999999997,0.2865406857011055,0.22976559044670494,0.5591315244633323,0.41047619047619044,0.2099695850126885,0.18107931707864738,0.0378868976440129,0.03953815000885157
rtc_653,0.7,0.7046666666666667,0.4941314464469932,0.49222121710685124,0.5014423731719093,0.5069872875144865,0.49523809523809526,0.4844444444444445,0.5391341991341991,0.3667156262749898,0.604843597262952,0.47739130434782606,0.25451876179975497,0.21730057450189463,0.5391341991341991,0.3316279069767442,0.20327329758364238,0.22670982268505488,0.5974242424242424,0.44887798036465637,0.26162328189543216,0.24284198183175162,0.03612436530935499,0.006388765649999425
rtc_654,0.7085714285714287,0.7093333333333334,0.500274888321939,0.4709587623764939,0.5167280758457229,0.5237188821857014,0.4904761904761905,0.4311111111111111,0.5547705627705628,0.2702364666796951,0.6358441558441558,0.3264519140989729,0.31029049254613167,0.22293191541376361,0.5262857142857142,0.24965669988925798,0.3091414141414141,0.17159342205781833,0.6358441558441558,0.2508456486042693,0.21976127955513064,0.20536016032429227,0.032382124678241975,0.01989769753883447
rtc_655,0.7071428571428571,0.7006666666666667,0.408841702864369,0.42133591898297773,0.5156163539851695,0.5039276014865638,0.34285714285714286,0.3644444444444444,0.44649859943977593,0.4286541936235938,0.7245962732919254,0.3989007713884993,0.2387494376968061,0.28560860530497495,0.44649859943977593,0.3391805094130675,0.24458152958152954,0.29728867623604466,0.7245962732919254,0.3520564516129032,0.2506027641499539,0.2857997179500825,0.04070043286097156,0.02020305089104422
rtc_656,0.6985714285714286,0.702,0.49462871218823495,0.4682644959466665,0.49630376223399486,0.49945541098413015,0.5,0.44666666666666666,0.469696607740086,0.33926793728507315,0.5888157894736843,0.40499999999999997,0.265139109507006,0.27516049382716046,0.43571428571428567,0.3147065337763012,0.2947391514033193,0.21654269363247688,0.5888157894736843,0.3783333333333333,0.1894211587220062,0.19042582417582418,0.03498576924014236,0.02531435020952766
