model_id,model_type,solver,penalty,C,max_iter,l1_ratio,noise_std,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness,coeff_magnitude,random_state_seed
478881cd2d5b8606517f0c6fb84e9f0c,LogisticRegression,saga,l2,0.0003,10000,0.8,0.1,0.7,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8906477157141813,0.8906477157141813,0.04499784769167208,70
