model_id,model_type,solver,penalty,C,max_iter,l1_ratio,noise_std,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness,coeff_magnitude,random_state_seed
3f15bd1ae32df34537b2d95073b1cd78,LogisticRegression,saga,l1,0.3,10000,0.8,0.1,0.72,0.4246575342465753,0.5535714285714286,0.34444444444444444,0.07422969187675069,0.25396825396825395,0.09567901234567902,0.04584717607973421,0.07422969187675069,0.16666666666666663,0.25396825396825395,0.9843412004099771,0.9694498318007566,0.9468311397982941,0.9762945478546425,0.9643841225985161,0.892464946022277,0.9490441528425488,0.8683662676984613,0.8762522382988743,0.8683662676984613,0.8493360640589341,30
