model_id,model_type,solver,penalty,C,max_iter,l1_ratio,noise_std,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness,coeff_magnitude,random_state_seed
389d3d7a56710b3b08443cebe219d37c,LogisticRegression,saga,l2,200,10000,0.2,0.1,0.7233333333333334,0.41134751773049644,0.5686274509803921,0.32222222222222224,0.23333333333333336,0.30952380952380953,0.10799413274660799,0.23333333333333336,0.09103641456582633,0.08333333333333337,0.30952380952380953,0.9825807058704296,0.9684778456847807,0.9511666156586759,0.9762945478546425,0.9704109410084916,0.9668199318942743,0.9649839516666625,0.8409912699911873,0.8633548923093403,0.8409912699911873,0.9536968504936183,119
