model_id,model_type,solver,penalty,C,max_iter,l1_ratio,noise_std,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness,coeff_magnitude,random_state_seed
6036b6aae78fb4f733bdda6b1abf8028,LogisticRegression,saga,l1,0.5,10000,0.2,0.1,0.72,0.373134328358209,0.5681818181818182,0.2777777777777778,0.16666666666666666,0.30952380952380953,0.07083486126390418,0.16666666666666666,0.10784313725490195,0.13157894736842102,0.30952380952380953,0.9830314089881552,0.9605444634641577,0.9465069232494652,0.9687136401585257,0.9602827594692916,0.8985190133010502,0.958461569928581,0.8713883521578722,0.8701715762937408,0.8713883521578722,0.8576520928916206,32
