model_id,model_type,features,n_neighbors,p,weights,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness
3c06922bd1e8fbb76826c7ed7afa3729,knn,"[1, 2, 4, 6, 8, 9, 11, 12, 13, 15, 16, 20, 22, 24]",6,1,distance,0.66,0.35443037974683544,0.4117647058823529,0.3111111111111111,0.33333333333333337,0.3421052631578947,0.1105610561056106,0.33333333333333337,0.08452950558213718,0.125,0.3421052631578947,0.968275571495827,0.9211548710648891,0.9199482708028474,0.9257124588110719,0.9399499909611938,0.8783725318130687,0.9135650054881244,0.8744673826845797,0.9025759534552705,0.8744673826845797
