model_id,model_type,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness
1476f1792131c516d0db8191ec18133c,XGBClassifier,0.6,0.3,2,2,25,0.1,1.0,0.5,0.76,0.52,0.65,0.43333333333333335,0.5,0.4285714285714286,0.3766666666666667,0.5,0.16666666666666666,0.4285714285714286,0.08422174840085284,0.9692255507805317,0.9370195093984801,0.9330852330059081,0.9393255625987654,0.9408574875334356,0.8770954961694704,0.9549531051168603,0.9171786689937432,0.9123689902912084,0.9171786689937432
