model_id,model_type,border_count,depth,l2_leaf_reg,learning_rate,random_strength,iterations,auto_class_weights,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness
41bf860649d8f3dbdb4a391fe435c896,CatBoostClassifier,150,5,30,0.02,10,360,Balanced,0.72,0.6111111111111112,0.5238095238095238,0.7333333333333333,0.25630252100840334,0.26136363636363635,0.30864197530864196,0.16666666666666674,0.25630252100840334,0.26136363636363635,0.11538461538461542,0.9632310245904392,0.9567404876152168,0.9559763604183628,0.9516167318481659,0.8589589650358513,0.7486509639773531,0.9252017028588452,0.8580958405715227,0.9168266628269853,0.9213648685289574
