model_id,model_type,importance_type,is_unbalance,learning_rate,max_depth,min_child_samples,n_estimators,n_jobs,num_leaves,reg_alpha,reg_lambda,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness
95b3e2a9b283664836b863c183117b11,LGBMClassifier,gain,True,0.01,5,50,300,-1,10,1,0.1,0.6966666666666667,0.5687203791469194,0.49586776859504134,0.6666666666666666,0.44817927170868344,0.29230769230769227,0.5123456790123457,0.39534883720930236,0.44817927170868344,0.29230769230769227,0.19999999999999996,0.972699273523486,0.9685611206626608,0.9664605184723122,0.9729837085753752,0.8956945752088835,0.7863283433546491,0.8682412385264296,0.9069153448362374,0.9428249301722021,0.9069153448362374
