model_id,model_type,ccp_alpha,class_weight,max_depth,min_samples_leaf,min_samples_split,n_estimators,n_jobs,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness
34b4e2fc5f2f8b39840ac9ca32e4ac4f,RandomForestClassifier,0.01,balanced_subsample,,4,2,300,-1,0.7033333333333334,0.6147186147186147,0.5035460992907801,0.7888888888888889,0.33333333333333337,0.3333333333333333,0.32407407407407407,0.33333333333333337,0.20588235294117646,0.3333333333333333,0.16000000000000003,0.9647022383746158,0.9671403101426971,0.9680590958390989,0.9606485189188444,0.8666436221318132,0.7237157492832271,0.9266604502003866,0.8391342741752188,0.8899041734575797,0.8592951682016852
