model_id,model_type,colsample_bytree,gamma,learning_rate,max_depth,n_estimators,reg_lambda,scale_pos_weight,subsample,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness
0b91291d171eb772ffbfb58cb69f26e6,XGBClassifier,0.7,0.5,0.03,4,263,30,5,0.7,0.64,0.5846153846153846,0.4470588235294118,0.8444444444444444,0.4635854341736695,0.27878787878787875,0.4290123456790123,0.33333333333333337,0.4635854341736695,0.27878787878787875,0.19999999999999996,0.9650152270399682,0.9707254215355218,0.970506997778356,0.9532644831202604,0.9003356572335144,0.7279976361629612,0.8343099725601295,0.8743448716630238,0.898870250886243,0.9218836844885131
