model_id,model_type,criterion,max_depth,min_samples_leaf,min_samples_split,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness,random_state_seed
8fcc2b79d802f0b90eaf276a928a62ed,RuleTreeClassifier,gini,4,30,30,0.6966666666666667,0.23529411764705882,0.4827586206896552,0.15555555555555556,0.3333333333333333,0.6666666666666666,0.25,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.21040189125295505,0.981714302171603,0.9430892518903151,0.9788661793980877,0.8891086663620561,0.9215768971799978,0.8719874044325886,0.901933948101853,0.8340822069062754,0.8981452871428597,0.8402207391679126,42
