model_id,model_type,criterion,max_depth,min_samples_split,min_samples_leaf,val_accuracy,val_f1,val_precision,val_recall,val_equalized_odds,val_cuae,val_dem_parity,val_equal_opportunity,val_predictive_equality,val_predictive_parity,val_neg_predictive_parity,val_acc_robustness,val_f1_robustness,val_precision_robustness,val_recall_robustness,val_dem_parity_robustness,val_equal_opp_robustness,val_predictive_eq_robustness,val_pred_parity_robustness,val_neg_pred_parity_robustness,val_eq_odds_robustness,val_rtc_depth,val_rtc_n_nodes,val_rtc_n_rules,test_accuracy,test_f1,test_precision,test_recall,test_equalized_odds,test_cuae,test_dem_parity,test_equal_opportunity,test_predictive_equality,test_predictive_parity,test_neg_predictive_parity,test_acc_robustness,test_f1_robustness,test_precision_robustness,test_recall_robustness,test_dem_parity_robustness,test_equal_opp_robustness,test_predictive_eq_robustness,test_pred_parity_robustness,test_neg_pred_parity_robustness,test_eq_odds_robustness,test_rtc_depth,test_rtc_n_nodes,test_rtc_n_rules,random_state_seed
7c3dae45c077fb41a7ed9f7af741ade3,RuleTreeClassifier,entropy,5,5,5,0.6571428571428571,0.4,0.42105263157894735,0.38095238095238093,0.8571428571428571,0.631578947368421,0.3292847503373819,0.8571428571428571,0.33333333333333337,0.631578947368421,0.5833333333333333,0.9829815013419001,0.9204680106582805,0.9674673942943803,0.9079437343088339,0.9142919610023286,0.8430136288732551,0.9065856319135703,0.8515725454682724,0.8548236865282052,0.8644235830802084,5,49,25,0.57,0.44155844155844154,0.3617021276595745,0.5666666666666667,0.42997198879551823,0.5666666666666667,0.32407407407407407,0.3449612403100776,0.42997198879551823,0.14009661835748788,0.5666666666666667,0.966791766195652,0.9075129982444422,0.8702501785612247,0.879465670938896,0.9682750411945544,0.7746768719194017,0.9405527160559968,0.8128038424127787,0.9256558510727076,0.8587730893240205,5,49,25,557
