model_id,model_type,criterion,max_depth,min_samples_split,min_samples_leaf,val_accuracy,val_f1,val_precision,val_recall,val_equalized_odds,val_cuae,val_dem_parity,val_equal_opportunity,val_predictive_equality,val_predictive_parity,val_neg_predictive_parity,val_acc_robustness,val_f1_robustness,val_precision_robustness,val_recall_robustness,val_dem_parity_robustness,val_equal_opp_robustness,val_predictive_eq_robustness,val_pred_parity_robustness,val_neg_pred_parity_robustness,val_eq_odds_robustness,val_rtc_depth,val_rtc_n_nodes,val_rtc_n_rules,test_accuracy,test_f1,test_precision,test_recall,test_equalized_odds,test_cuae,test_dem_parity,test_equal_opportunity,test_predictive_equality,test_predictive_parity,test_neg_predictive_parity,test_acc_robustness,test_f1_robustness,test_precision_robustness,test_recall_robustness,test_dem_parity_robustness,test_equal_opp_robustness,test_predictive_eq_robustness,test_pred_parity_robustness,test_neg_pred_parity_robustness,test_eq_odds_robustness,test_rtc_depth,test_rtc_n_nodes,test_rtc_n_rules,random_state_seed
5ac6b2b9650d96f59665455da97334e2,RuleTreeClassifier,entropy,15,75,10,0.6928571428571428,0.5168539325842697,0.48936170212765956,0.5476190476190477,0.4642857142857143,0.4285714285714286,0.25942684766214175,0.4642857142857143,0.1466666666666667,0.25490196078431376,0.4285714285714286,0.9701931532981138,0.866924431906711,0.9376176969952998,0.9668386050938919,0.8762662761290599,0.8803092239499117,0.9396819962159483,0.8596239902203303,0.936645456043153,0.8336983413501656,8,33,17,0.7,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.9621993127147765,0.9198437224685408,0.9235200781145454,0.9027929129604039,0.9185765491410326,0.8942927046495652,0.930285540926847,0.8401917003916752,0.8819974509141285,0.8349036450625379,8,33,17,838
