model_id,model_type,criterion,max_depth,min_samples_split,min_samples_leaf,val_accuracy,val_f1,val_precision,val_recall,val_equalized_odds,val_cuae,val_dem_parity,val_equal_opportunity,val_predictive_equality,val_predictive_parity,val_neg_predictive_parity,val_acc_robustness,val_f1_robustness,val_precision_robustness,val_recall_robustness,val_dem_parity_robustness,val_equal_opp_robustness,val_predictive_eq_robustness,val_pred_parity_robustness,val_neg_pred_parity_robustness,val_eq_odds_robustness,val_rtc_depth,val_rtc_n_nodes,val_rtc_n_rules,test_accuracy,test_f1,test_precision,test_recall,test_equalized_odds,test_cuae,test_dem_parity,test_equal_opportunity,test_predictive_equality,test_predictive_parity,test_neg_predictive_parity,test_acc_robustness,test_f1_robustness,test_precision_robustness,test_recall_robustness,test_dem_parity_robustness,test_equal_opp_robustness,test_predictive_eq_robustness,test_pred_parity_robustness,test_neg_pred_parity_robustness,test_eq_odds_robustness,test_rtc_depth,test_rtc_n_nodes,test_rtc_n_rules,random_state_seed
fb1fabf64a86089534cf37078e39f32a,RuleTreeClassifier,entropy,7,150,10,0.7,0.4473684210526316,0.5,0.40476190476190477,0.7142857142857143,0.6666666666666666,0.38461538461538464,0.7142857142857143,0.26666666666666666,0.6666666666666666,0.34615384615384615,0.9685801219722043,0.8676365868327407,0.9134997950787654,0.9597601245991841,0.9200624890598771,0.8906611775591788,0.9366197985295804,0.8620689655172414,0.8851101059180505,0.876548692735643,6,23,12,0.6,0.5588235294117647,0.4175824175824176,0.8444444444444444,0.3484848484848485,0.23295454545454541,0.3364197530864197,0.17142857142857137,0.3484848484848485,0.23295454545454541,0.15000000000000002,0.9776429665197208,0.842787522578067,0.9234711408099601,0.8955951814379288,0.9461067175635818,0.8553186004237145,0.9091157115891784,0.8064516129032259,0.888055466472019,0.8796710594092813,6,23,12,648
