model_id,model_type,weights,n_neighbors,p,features,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness
5391f1462fac8df089b0c8add4d31594,knn,distance,9,1,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25]",0.7033333333333334,0.3945578231292517,0.5087719298245614,0.32222222222222224,0.42857142857142855,0.5714285714285714,0.14759809314264763,0.42857142857142855,0.25770308123249297,0.5714285714285714,0.3894736842105263,0.9637308436413057,0.9262396419550032,0.8840501889881072,0.9326462802256291,0.9338315003078607,0.9177801953615181,0.8885432930341935,0.8721153948572441,0.8665797017502206,0.8920767679964924
