model_id,model_type,weights,n_neighbors,p,features,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness
160844963cd07495ae650c1a5fba0b37,knn,distance,12,2,"[0, 1, 3, 4, 5, 6, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.72,0.3333333333333333,0.5833333333333334,0.23333333333333334,0.2857142857142857,1.0,0.15841584158415842,0.2857142857142857,0.09090909090909091,1.0,0.29166666666666663,0.9814003613277521,0.9242659653860146,0.9265732429224935,0.9307664888753923,0.9256177695145367,0.8594978630814991,0.9029030149664596,0.7909582683466991,0.8524512133798773,0.8531355731725876
