model_id,model_type,weights,n_neighbors,p,features,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness
4fcab67b27e934ac1c796be24aae8abb,knn,distance,3,2,"[1, 2, 3, 5, 7, 9, 10, 12, 13, 14, 15, 16, 18, 19, 21, 22, 23, 25]",0.6933333333333334,0.43209876543209874,0.4861111111111111,0.3888888888888889,0.45714285714285713,0.5925925925925926,0.18399339933993403,0.45714285714285713,0.043859649122807015,0.5925925925925926,0.34220251293422027,0.9647541890736572,0.9083613844369725,0.9065613975236986,0.9034203067406376,0.929868763491358,0.8056152879801142,0.789746693065763,0.7783018867924528,0.8132166059244789,0.8019891879739593
