model_id,model_type,weights,n_neighbors,p,features,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness
577253864a5e5af863d01d4115d7e597,knn,distance,12,1,"[0, 1, 2, 3, 4, 7, 10, 13, 17, 18, 23, 24]",0.7066666666666667,0.34328358208955223,0.5227272727272727,0.25555555555555554,0.16666666666666666,0.6,0.13448844884488448,0.16666666666666666,0.16666666666666666,0.6,0.25454545454545463,0.9724255763432321,0.9473570026747309,0.9313741763765022,0.9554228846482622,0.939077302135838,0.8667932522993862,0.9183529661025264,0.8638133953610474,0.8652753378855612,0.8638133953610474
