model_id,model_type,weights,n_neighbors,p,features_knn,val_accuracy,val_f1,val_precision,val_recall,val_equalized_odds,val_cuae,val_dem_parity,val_equal_opportunity,val_predictive_equality,val_predictive_parity,val_neg_predictive_parity,val_acc_robustness,val_f1_robustness,val_precision_robustness,val_recall_robustness,val_dem_parity_robustness,val_equal_opp_robustness,val_predictive_eq_robustness,val_pred_parity_robustness,val_neg_pred_parity_robustness,val_eq_odds_robustness,test_accuracy,test_f1,test_precision,test_recall,test_equalized_odds,test_cuae,test_dem_parity,test_equal_opportunity,test_predictive_equality,test_predictive_parity,test_neg_predictive_parity,test_acc_robustness,test_f1_robustness,test_precision_robustness,test_recall_robustness,test_dem_parity_robustness,test_equal_opp_robustness,test_predictive_eq_robustness,test_pred_parity_robustness,test_neg_pred_parity_robustness,test_eq_odds_robustness
58c972a16737ecbfea6cd0aa66e3d284,knn,distance,10,1,"[0, 3, 5, 9, 14, 16, 17, 19, 21, 22, 23]",0.6642857142857143,0.3561643835616438,0.41935483870967744,0.30952380952380953,0.6203703703703703,0.5897435897435899,0.46710526315789475,0.2727272727272727,0.6203703703703703,0.25,0.5897435897435899,0.9812905079616393,0.9453964365595631,0.9356538625811701,0.9538521222576852,0.9274696988977298,0.9189025478793242,0.9469564553284188,0.8843860305728786,0.9086941319462278,0.8843860305728786,0.64,0.41304347826086957,0.40425531914893614,0.4222222222222222,0.2945736434108527,0.42346938775510207,0.142970297029703,0.2945736434108527,0.20175438596491227,0.42346938775510207,0.2321428571428571,0.9812905079616393,0.9453964365595631,0.9356538625811701,0.9538521222576852,0.9274696988977298,0.9189025478793242,0.9469564553284188,0.8843860305728786,0.9086941319462278,0.8843860305728786
