model_id,model_type,weights,n_neighbors,p,features,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness
23e9183b6af412fb46d4d895ff4c355d,knn,uniform,9,2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",0.7133333333333334,0.3484848484848485,0.5476190476190477,0.25555555555555554,0.3142857142857143,0.55,0.19801980198019803,0.3142857142857143,0.13636363636363635,0.55,0.28260869565217395,0.9748550483389203,0.9246703468874156,0.8903810644196543,0.9321027152335875,0.973449542446401,0.906978203888388,0.9552639935399473,0.8075701677371734,0.8853652137963778,0.8081594234919482
