model_id,model_type,weights,n_neighbors,p,features,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness
eb4daad8e39e0e28342d4bbd594c63cf,knn,uniform,9,1,"[1, 2, 3, 6, 7, 9, 10, 12, 13, 15, 16, 17, 18, 19, 21, 22, 23, 24]",0.7133333333333334,0.29508196721311475,0.5625,0.2,0.23255813953488372,1.0,0.11841584158415841,0.23255813953488372,0.13636363636363635,1.0,0.23157248157248156,0.9729065150877567,0.9193257456449277,0.8653371493923486,0.9390167564702138,0.8625002243294798,0.9070955423812693,0.8159820484804176,0.8336487513532513,0.9069344459015459,0.8358659887558353
