model_id,model_type,criterion,max_depth,min_samples_split,min_samples_leaf,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness,rtc_depth,rtc_n_nodes,rtc_n_rules,random_state_seed
cb8e9fc5fced892c287ffa3ce9710ad8,RuleTreeClassifier,entropy,19,150,10,0.7033333333333334,0.23931623931623933,0.5185185185185185,0.15555555555555556,0.3333333333333333,0.6666666666666666,0.25,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.2120500782472613,0.972699273523486,0.9383037942187666,0.8216529752566312,0.8921851397508102,0.9002793167858766,0.9134517682366146,0.9245086030156819,0.873136244828354,0.8737006509306259,0.9022123192567788,5,17,9,948
