model_id,model_type,criterion,max_depth,min_samples_split,min_samples_leaf,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness,rtc_depth,rtc_n_nodes,rtc_n_rules,random_state_seed
1e6ba26e5236c98c2909ddfe4c3fd64f,RuleTreeClassifier,entropy,11,20,2,0.7033333333333334,0.4971751412429379,0.5057471264367817,0.4888888888888889,0.3333333333333333,0.41666666666666663,0.22839506172839508,0.3333333333333333,0.165266106442577,0.41666666666666663,0.17231638418079098,0.9825807058704296,0.9528678443969439,0.964340520690559,0.9384046859954692,0.9208693144015525,0.9153529893189715,0.9225146304449978,0.8661612587014546,0.9352363260325223,0.9245668746485463,11,105,53,716
