model_id,model_type,criterion,max_depth,min_samples_split,min_samples_leaf,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness,rtc_depth,rtc_n_nodes,rtc_n_rules,random_state_seed
525d710dd91315eb75211106e7a234c5,RuleTreeClassifier,gini,17,100,20,0.7,0.40789473684210525,0.5,0.34444444444444444,0.5,0.5217391304347826,0.46,0.33333333333333337,0.5,0.5217391304347826,0.29230769230769227,0.9741148797591427,0.9020549557041986,0.9338642397558125,0.8871211111724358,0.8966620184874537,0.7714163877437334,0.9141770205976918,0.8186588933561953,0.8841144479069992,0.8604943776630671,8,29,15,394
