model_id,model_type,criterion,max_depth,min_samples_split,min_samples_leaf,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness,rtc_depth,rtc_n_nodes,rtc_n_rules,random_state_seed
37cc5c99e7ecf005793367b16d78fd0a,RuleTreeClassifier,gini,5,50,2,0.6933333333333334,0.43209876543209874,0.4861111111111111,0.3888888888888889,0.39473684210526316,0.30952380952380953,0.33999999999999997,0.17441860465116277,0.39473684210526316,0.12748171368861022,0.30952380952380953,0.9861961296911378,0.8893736183473361,0.9336193483996816,0.9532644831202601,0.9192818727519222,0.7588861697114275,0.914500596708339,0.7921040147645537,0.8691281721053051,0.8380540056583471,5,27,14,81
