model_id,model_type,criterion,max_depth,min_samples_split,min_samples_leaf,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness,rtc_depth,rtc_n_nodes,rtc_n_rules,random_state_seed
d7f6b8d4b9911fb04b00811bdfdcc7f4,RuleTreeClassifier,entropy,13,10,5,0.72,0.475,0.5428571428571428,0.4222222222222222,0.2807017543859649,0.3571428571428571,0.17663366336633665,0.21727574750830558,0.2807017543859649,0.25,0.3571428571428571,0.9654906178005461,0.9475501039434571,0.9311612015064008,0.9377998100895397,0.9021273648477977,0.9694267300355468,0.9239839486730167,0.8446756005504457,0.852790412178974,0.9219628383569087,13,167,84,762
