model_id,model_type,criterion,max_depth,min_samples_split,min_samples_leaf,accuracy,f1,precision,recall,equalized_odds,cuae,dem_parity,equal_opportunity,predictive_equality,predictive_parity,neg_predictive_parity,acc_robustness,f1_robustness,precision_robustness,recall_robustness,dem_parity_robustness,equal_opp_robustness,predictive_eq_robustness,pred_parity_robustness,neg_pred_parity_robustness,eq_odds_robustness,rtc_depth,rtc_n_nodes,rtc_n_rules,random_state_seed
aad91d09ca86dae8cc983e0fdf4970de,RuleTreeClassifier,entropy,19,10,10,0.6633333333333333,0.4093567251461988,0.43209876543209874,0.3888888888888889,0.5,0.6,0.33666666666666667,0.5,0.22807017543859648,0.6,0.2167070217917676,0.9747051453280587,0.9696173408967392,0.9467719328056855,0.9693802793728603,0.8962161726196364,0.7928138681905215,0.9579298397783128,0.8569203970576857,0.9060460466660558,0.9008233278827049,16,189,95,913
