model_id,model_type,importance_type,is_unbalance,learning_rate,max_depth,min_child_samples,n_estimators,n_jobs,num_leaves,reg_alpha,reg_lambda,val_accuracy,val_f1,val_precision,val_recall,val_equalized_odds,val_cuae,val_dem_parity,val_equal_opportunity,val_predictive_equality,val_predictive_parity,val_neg_predictive_parity,val_acc_robustness,val_f1_robustness,val_precision_robustness,val_recall_robustness,val_dem_parity_robustness,val_equal_opp_robustness,val_predictive_eq_robustness,val_pred_parity_robustness,val_neg_pred_parity_robustness,val_eq_odds_robustness,test_accuracy,test_f1,test_precision,test_recall,test_equalized_odds,test_cuae,test_dem_parity,test_equal_opportunity,test_predictive_equality,test_predictive_parity,test_neg_predictive_parity,test_acc_robustness,test_f1_robustness,test_precision_robustness,test_recall_robustness,test_dem_parity_robustness,test_equal_opp_robustness,test_predictive_eq_robustness,test_pred_parity_robustness,test_neg_pred_parity_robustness,test_eq_odds_robustness
65cd2bf32816c02728f25e4fcda666b5,LGBMClassifier,gain,True,0.01,-1,30,200,-1,30,2,1,0.7357142857142858,0.6476190476190476,0.5396825396825397,0.8095238095238095,0.5,0.6888888888888889,0.23026315789473684,0.5,0.3296296296296296,0.6888888888888889,0.19999999999999996,0.978183031871064,0.9671526210101684,0.9720226464731595,0.9357593458619348,0.8914698959674628,0.7759444167808225,0.8556834460384384,0.7969180753989978,0.9144934397803071,0.8301210464922759,0.7033333333333334,0.1834862385321101,0.5263157894736842,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.12,0.3333333333333333,0.05263157894736842,0.6666666666666666,0.31818181818181823,0.978183031871064,0.9671526210101684,0.9720226464731595,0.9357593458619348,0.8914698959674628,0.7759444167808225,0.8556834460384384,0.7969180753989978,0.9144934397803071,0.8301210464922759
