model_id,model_type,auto_class_weights,bagging_temperature,depth,iterations,l2_leaf_reg,learning_rate,min_data_in_leaf,random_strength,val_accuracy,val_f1,val_precision,val_recall,val_equalized_odds,val_cuae,val_dem_parity,val_equal_opportunity,val_predictive_equality,val_predictive_parity,val_neg_predictive_parity,val_acc_robustness,val_f1_robustness,val_precision_robustness,val_recall_robustness,val_dem_parity_robustness,val_equal_opp_robustness,val_predictive_eq_robustness,val_pred_parity_robustness,val_neg_pred_parity_robustness,val_eq_odds_robustness,test_accuracy,test_f1,test_precision,test_recall,test_equalized_odds,test_cuae,test_dem_parity,test_equal_opportunity,test_predictive_equality,test_predictive_parity,test_neg_predictive_parity,test_acc_robustness,test_f1_robustness,test_precision_robustness,test_recall_robustness,test_dem_parity_robustness,test_equal_opp_robustness,test_predictive_eq_robustness,test_pred_parity_robustness,test_neg_pred_parity_robustness,test_eq_odds_robustness
9f856055df527e41616a88bbcd51e637,CatBoostClassifier,Balanced,0.5,4,200,30,0.05,10,10,0.7357142857142858,0.6336633663366337,0.5423728813559322,0.7619047619047619,0.6018518518518519,0.5410628019323671,0.4473684210526316,0.4285714285714286,0.6018518518518519,0.5410628019323671,0.4444444444444444,0.98161558726035,0.9714144251620076,0.9779671908119576,0.9304523136563029,0.9017661966495604,0.787463268506263,0.864619979502631,0.7766833352356944,0.9298621616330821,0.7931958132362878,0.6166666666666667,0.5525291828793775,0.4251497005988024,0.7888888888888889,0.19047619047619047,0.3392857142857143,0.1728395061728395,0.19047619047619047,0.12694168576521514,0.3392857142857143,0.11585365853658536,0.98161558726035,0.9714144251620076,0.9779671908119576,0.9304523136563029,0.9017661966495604,0.787463268506263,0.864619979502631,0.7766833352356944,0.9298621616330821,0.7931958132362878
