model_id,model_type,colsample_bytree,gamma,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,scale_pos_weight,subsample,val_accuracy,val_f1,val_precision,val_recall,val_equalized_odds,val_cuae,val_dem_parity,val_equal_opportunity,val_predictive_equality,val_predictive_parity,val_neg_predictive_parity,val_acc_robustness,val_f1_robustness,val_precision_robustness,val_recall_robustness,val_dem_parity_robustness,val_equal_opp_robustness,val_predictive_eq_robustness,val_pred_parity_robustness,val_neg_pred_parity_robustness,val_eq_odds_robustness,test_accuracy,test_f1,test_precision,test_recall,test_equalized_odds,test_cuae,test_dem_parity,test_equal_opportunity,test_predictive_equality,test_predictive_parity,test_neg_predictive_parity,test_acc_robustness,test_f1_robustness,test_precision_robustness,test_recall_robustness,test_dem_parity_robustness,test_equal_opp_robustness,test_predictive_eq_robustness,test_pred_parity_robustness,test_neg_pred_parity_robustness,test_eq_odds_robustness
d3198e6cf2ad65f2e127e915772c8e97,XGBClassifier,0.7,3,0.1,5,150,3,3,2.5,0.5,0.7214285714285714,0.6486486486486487,0.5217391304347826,0.8571428571428571,0.5,0.5555555555555556,0.34210526315789475,0.5,0.2925925925925926,0.5555555555555556,0.125,0.9763502514833312,0.9821165160011947,0.9724109661087623,0.9834434832519817,0.8984721420064566,0.7845411577171734,0.8390655787968766,0.79159457635808,0.9239571796440895,0.8007053950912646,0.5933333333333334,0.5158730158730159,0.4012345679012346,0.7222222222222222,0.46491228070175444,0.276595744680851,0.4766666666666666,0.37142857142857144,0.46491228070175444,0.18181818181818177,0.276595744680851,0.9763502514833312,0.9821165160011947,0.9724109661087623,0.9834434832519817,0.8984721420064566,0.7845411577171734,0.8390655787968766,0.79159457635808,0.9239571796440895,0.8007053950912646
