model_id,model_type,ccp_alpha,class_weight,max_depth,min_samples_leaf,min_samples_split,n_estimators,n_jobs,val_accuracy,val_f1,val_precision,val_recall,val_equalized_odds,val_cuae,val_dem_parity,val_equal_opportunity,val_predictive_equality,val_predictive_parity,val_neg_predictive_parity,val_acc_robustness,val_f1_robustness,val_precision_robustness,val_recall_robustness,val_dem_parity_robustness,val_equal_opp_robustness,val_predictive_eq_robustness,val_pred_parity_robustness,val_neg_pred_parity_robustness,val_eq_odds_robustness,test_accuracy,test_f1,test_precision,test_recall,test_equalized_odds,test_cuae,test_dem_parity,test_equal_opportunity,test_predictive_equality,test_predictive_parity,test_neg_predictive_parity,test_acc_robustness,test_f1_robustness,test_precision_robustness,test_recall_robustness,test_dem_parity_robustness,test_equal_opp_robustness,test_predictive_eq_robustness,test_pred_parity_robustness,test_neg_pred_parity_robustness,test_eq_odds_robustness
1c87d70f4822c09cdd32f22154b75f1e,RandomForestClassifier,0.01,balanced_subsample,,2,2,300,-1,0.6857142857142857,0.6206896551724138,0.4864864864864865,0.8571428571428571,0.4537037037037037,0.43333333333333335,0.2894736842105263,0.4285714285714286,0.4537037037037037,0.4317460317460317,0.43333333333333335,0.9793083348527035,0.9843831048721402,0.9757664271391411,0.9486789370415487,0.8848969164396259,0.7878293511551602,0.847444577916282,0.8050750229356279,0.9353527739353628,0.8247205226312108,0.6366666666666667,0.5657370517928287,0.4409937888198758,0.7888888888888889,0.5,0.2954545454545454,0.43666666666666665,0.5,0.4383753501400561,0.2954545454545454,0.23076923076923073,0.9750106509605541,0.9741724374435695,0.9797118913018069,0.9449491854799849,0.888551489179446,0.7899908904139681,0.8513925807720127,0.7849346546705773,0.936095110552654,0.8259240044511004
