model_id,model_type,weights,n_neighbors,p,features_knn,val_accuracy,val_f1,val_precision,val_recall,val_equalized_odds,val_cuae,val_dem_parity,val_equal_opportunity,val_predictive_equality,val_predictive_parity,val_neg_predictive_parity,val_acc_robustness,val_f1_robustness,val_precision_robustness,val_recall_robustness,val_dem_parity_robustness,val_equal_opp_robustness,val_predictive_eq_robustness,val_pred_parity_robustness,val_neg_pred_parity_robustness,val_eq_odds_robustness,test_accuracy,test_f1,test_precision,test_recall,test_equalized_odds,test_cuae,test_dem_parity,test_equal_opportunity,test_predictive_equality,test_predictive_parity,test_neg_predictive_parity,test_acc_robustness,test_f1_robustness,test_precision_robustness,test_recall_robustness,test_dem_parity_robustness,test_equal_opp_robustness,test_predictive_eq_robustness,test_pred_parity_robustness,test_neg_pred_parity_robustness,test_eq_odds_robustness
491929f4c38adeaeb898b7cec1c0e609,knn,distance,2,2,"[5, 6, 10]",0.6287128712871287,0.45095168374816985,0.6754385964912281,0.3384615384615385,0.38661710037174724,0.8571428571428571,0.3023255813953488,0.38661710037174724,0.21052631578947367,0.8571428571428571,0.2583333333333334,0.9836075453307428,0.9618301877960583,0.9558404958869858,0.9495407377398005,0.763348336120376,1.0,0.8772739932636957,0.8620689655172414,0.8712090974051797,0.8620689655172414,0.4235565819861432,0.4983922829581994,0.41005291005291006,0.6352459016393442,0.5058139534883721,0.5227272727272727,0.2253193960511034,0.5058139534883721,0.31474820143884896,0.22664835164835168,0.5227272727272727,0.9836075453307428,0.9618301877960583,0.9558404958869858,0.9495407377398005,0.763348336120376,1.0,0.8772739932636957,0.8620689655172414,0.8712090974051797,0.8620689655172414
