model_id,model_type,weights,n_neighbors,p,features_knn,val_accuracy,val_f1,val_precision,val_recall,val_equalized_odds,val_cuae,val_dem_parity,val_equal_opportunity,val_predictive_equality,val_predictive_parity,val_neg_predictive_parity,val_acc_robustness,val_f1_robustness,val_precision_robustness,val_recall_robustness,val_dem_parity_robustness,val_equal_opp_robustness,val_predictive_eq_robustness,val_pred_parity_robustness,val_neg_pred_parity_robustness,val_eq_odds_robustness,test_accuracy,test_f1,test_precision,test_recall,test_equalized_odds,test_cuae,test_dem_parity,test_equal_opportunity,test_predictive_equality,test_predictive_parity,test_neg_predictive_parity,test_acc_robustness,test_f1_robustness,test_precision_robustness,test_recall_robustness,test_dem_parity_robustness,test_equal_opp_robustness,test_predictive_eq_robustness,test_pred_parity_robustness,test_neg_pred_parity_robustness,test_eq_odds_robustness
a0f1f2577a057a5caa6c49f08188dc4a,knn,distance,6,2,"[0, 2, 4, 6, 8, 9, 11]",0.6752475247524753,0.583756345177665,0.6906906906906907,0.5054945054945055,0.65625,0.75,0.38372093023255816,0.65625,0.2145748987854251,0.75,0.20960923806578002,0.9831584971464865,0.9707335929781248,0.9748133658076353,0.9616217401813183,0.8695652173913044,0.8536585365853658,0.9610286224686244,0.9016393442622951,0.8044264283623352,0.9016393442622951,0.6715935334872979,0.4642049736247174,0.8774928774928775,0.3155737704918033,0.4941860465116279,0.1910112359550562,0.30179080179080175,0.4941860465116279,0.0387243735763098,0.1910112359550562,0.16228070175438591,0.9831584971464865,0.9707335929781248,0.9748133658076353,0.9616217401813183,0.8695652173913044,0.8536585365853658,0.9610286224686244,0.9016393442622951,0.8044264283623352,0.9016393442622951
